SegIndex,Fn in N,η in mPas,h in mm,t in s,t_seg in s
4|76,12.54581261,0,1.057502348,96.65200043,0.7699966431
4|77,12.48094749,0,1.057852292,96.66200256,0.7799987793
4|78,12.41617966,0,1.058002352,96.67199707,0.7899932861
4|79,12.2878294,0,1.058552298,96.68199921,0.7999954224
4|80,12.22473335,0,1.059302362,96.69200134,0.8099975586
4|81,12.16250324,0,1.060252311,96.70200348,0.8199996948
4|82,12.04017067,0,1.061252318,96.71199799,0.8299942017
4|83,11.97964001,0,1.062202267,96.72200012,0.8399963379
4|84,11.91921425,0,1.062702271,96.73200226,0.8499984741
4|85,11.85871315,0,1.062852331,96.74199677,0.859992981
4|86,11.73775673,0,1.063202391,96.7519989,0.8699951172
4|87,11.67778873,0,1.06390228,96.76200104,0.8799972534
4|88,11.61844826,0,1.064852229,96.77200317,0.8899993896
4|89,11.50158119,0,1.065802178,96.78199768,0.8999938965
4|90,11.38618183,0,1.066852245,96.79699707,0.9149932861
4|91,11.3286953,0,1.067202189,96.80699921,0.9249954224
4|92,11.2713604,0,1.067452249,96.81700134,0.9349975586
4|93,11.15789986,0,1.067652251,96.82700348,0.9449996948
4|94,11.10230732,0,1.067752251,96.83699799,0.9549942017
4|95,11.04787636,0,1.067852252,96.84700012,0.9649963379
4|96,10.99488449,0,1.067902194,96.85700226,0.9749984741
4|97,10.89424038,0,1.067952253,96.86699677,0.984992981
4|98,10.84689903,0,1.067952253,96.8769989,0.9949951172
5|1,10.37209892,0,1.067552366,97.22200012,0.01499938965
5|2,10.37202168,0,1.068102312,97.23200226,0.02500152588
5|3,10.36823082,0,1.067902427,97.24199677,0.03499603271
5|4,10.36472416,0,1.066852477,97.2519989,0.04499816895
5|5,10.36082554,0,1.06560241,97.26200104,0.05500030518
5|6,10.35731888,0,1.064852462,97.27200317,0.06500244141
5|7,10.35457706,0,1.064452459,97.28199768,0.07499694824
5|8,10.3564024,0,1.064202399,97.29199982,0.08499908447
5|9,10.36061001,0,1.063402393,97.30200195,0.0950012207
5|10,10.37598515,0,1.062402502,97.31199646,0.1049957275
5|11,10.38723946,0,1.061352435,97.3219986,0.1149978638
5|12,10.40110111,0,1.060252311,97.33200073,0.125
5|13,10.437644,0,1.059652306,97.34200287,0.1350021362
5|14,10.46059895,0,1.059452305,97.35199738,0.1449966431
5|15,10.48650551,0,1.059002359,97.36199951,0.1549987793
5|16,10.54566765,0,1.058202237,97.37200165,0.1650009155
5|17,10.57834721,0,1.057202229,97.38200378,0.1750030518
5|18,10.61296177,0,1.056202338,97.39199829,0.1849975586
5|19,10.64957523,0,1.055302331,97.40200043,0.1949996948
5|20,10.72912216,0,1.054852386,97.41200256,0.2050018311
5|21,10.77202415,0,1.054702327,97.42199707,0.2149963379
